item,vendor_name,item_description,export_control_risk,sn_control,key_item,hazardcategory,hazardclassvalue,batterycount,sn,sn_availabled,spn,freeze_reason,reserved_name,state,c_material,wd_material_or_not,mg_material_or_not,inventory_time,storage_days,export_control_status,original_sn,product_line,sub_product_line,product,order_line,warehouse_code,warehouse_name,warehouse_address,subinv_group_code,subinv_group_name,subinv_code,inventory_qty,available_qty,fronze_qty,reserved_qty,unit,rev,version,computing_software_version,original_manufacturer,item_model,production_batch_no,production_date,rohs_compliance,quality_category,first_inbound_date,storage_days_start_date
03021ETL,HUAWEI,"OptiX OSN 8800,TN55TQX,4 x 10G Tributary Service Processing Board,1*1",,Y,N,Normal Cargo,,0,021ETL10C7001781,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03020JRN,HUAWEI,"OptiX OSN 8800,TN51EFI2,EMI Filter Interface Board,1*1",,Y,N,Normal Cargo,,0,020JRNW0C1000451,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03020GNN,HUAWEI,"OptiX OSN 3500,SSN4SLQ64,4xSTM-64 Optical Interface Board,1x1 Assembled Board",,Y,N,Normal Cargo,,0,020GNN10GA000062,Y,,,,Good Parts,,No,Yes,2362 days 01:52:57,2363.0,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
02120495,HUAWEI,"Fan Tray Assembly,OptiX OSN 8800,TN5E1FAN,Fan Box",,Y,N,Normal Cargo,,0,2102120495N0D5001792,Y,,,,Good Parts,,No,No,4270 days 02:06:13,4271.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2013-08-08 21:18:44,2013-08-08 21:18:44
03036945,HUAWEI,"OptiX Metro1000,SS42EFS01,4-Port 10M/100M Fast Ethernet Electrical Interface Board With Lanswitch",Default,Y,N,Normal Cargo,,0,0369451043000111,Y,,,,Good Parts,,No,No,3852 days 05:22:59,3853.0,,,Optical Business,MSTP,OptiX Metro 1000,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-09-30 18:01:58,2014-09-30 18:01:58
03030EUG,HUAWEI,"OptiX WDM,SSE2OLP03,Optical Line Protection Unit",,Y,N,Normal Cargo,,0,030EUG10C2000001,Y,,,,Good Parts,,No,No,3339 days 06:49:51,3340.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2016-02-25 16:35:06,2016-02-25 16:35:06
03030GRN,HUAWEI,"OptiX WDM, SSE3TMXST01, 4 Channels STM-16 Asynchronism MUX OTU-2 Wavelength Conversion Unit(AFEC,C_BAND,Super WDM,Tunable),50GHz(Rx1_PIN,LC)",,Y,N,Normal Cargo,,0,030GRN1099000006,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030LNB,HUAWEI,"OptiX OSN 8800,TN52SCC01,System Control and Communication Board",,Y,N,Non-DG,99.0,1,030LNBW0L4005023,Y,,,,Good Parts,,No,No,654 days 07:50:45,655.0,Not Controlled,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-07-03 15:34:12,2023-07-03 15:34:12
03030KRK,HUAWEI,"OptiX OSN 6800,TN11ITL04,Interleaver Board(C_Band,Dual Module),100/50GHz",,Y,N,Normal Cargo,,0,030KRK10C1000100,Y,,,,Good Parts,,No,No,3444 days 00:12:50,3445.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-11-12 23:12:07,2015-11-12 23:12:07
03030KRT,HUAWEI,"OptiX OSN 6800,TN13WSM9C03,9-Port Wavelength Selective Switching Multiplexing Board(C_Band,196.05THz~192.10THz,50GHz,LC)",,Y,N,Normal Cargo,,0,030KRT10D1000033,Y,,,,Good Parts,,No,No,3646 days 01:24:57,3647.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-04-24 22:00:00,2015-04-24 22:00:00
03030JSV,HUAWEI,"OptiX WDM,SSE4LBEST01,Transmit-receive Line Wavelength Conversion Board For 10GE(LAN,AFEC,C_BAND,Super WDM,Tunable),50GHz(Rx1_PIN,LC)",,Y,N,Normal Cargo,,0,030JSV1088000004,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030DEK,HUAWEI,"OptiX WDM,SSE1LBE19,10GE LAN Transmit-Receive Line Wavelength Conversion Board(AFEC,C_BAND,Tunable),50GHz(1200ps/nm,Rx1_PIN,LC,Rx2_PIN,ER_25km,LC)",,Y,N,Normal Cargo,,0,030DEK1073000006,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030DAM,HUAWEI,"OptiX WDM,SSE3OAUC03E,C-BAND Optical Amplifier Unit,MAX -4dBm IN and 20dBm OUT,Gain (24~36)dB",,Y,N,Normal Cargo,,0,030DAM1074000109,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030DAM,HUAWEI,"OptiX WDM,SSE3OAUC03E,C-BAND Optical Amplifier Unit,MAX -4dBm IN and 20dBm OUT,Gain (24~36)dB",,Y,N,Normal Cargo,,0,030DAM1074000125,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03037472,HUAWEI,"OptiX OSN 2500,SSQ1CXL401,STM-4 System Control,Cross-connect,Optical Interface Board",,Y,N,Non-DG,99.0,1,0374721058000082,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,MSTP,OptiX OSN 2500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03031649,HUAWEI,"OptiX 155/622H,SS42OI2S01,STM-1 Optical Interface Board(S-1.1,SC)",,Y,N,Normal Cargo,,0,0316491046001291,Y,,,,Good Parts,,No,No,3852 days 05:22:59,3853.0,,,Optical Business,MSTP,OptiX Metro 1000,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-09-30 18:01:58,2014-09-30 18:01:58
03030NNV,HUAWEI,"OptiX OSN 6800,TN11RAU106,C-BAND Backward Raman and Erbium Doped Fiber Hybrid Optical Amplifier Unit(MAX 1dBm LINE IN and MAX 20dBm OUT,Gain 19~33dB for G.652)",,Y,N,Normal Cargo,,0,030NNV10G3000010,Y,,,,Good Parts,,No,No,3163 days 06:38:53,3164.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2016-08-19 16:46:04,2016-08-19 16:46:04
03030NJU,HUAWEI,"OptiX OSN 8800,TN54NS4T11,100Gbit/s Line Service Processing Board(ULH,SDFEC,Coherent,Tunable,50GHz,LC)",Default,Y,N,Normal Cargo,,0,030NJU10K2000012,Y,,,,Good Parts,,No,No,629 days 09:11:16,630.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-07-28 14:13:41,2023-07-28 14:13:41
03030MPA,HUAWEI,"OptiX OSN 6800,TN11WSMD901,9-Port Wavelength selective multiplexing and Demultiplexing board (C_Band,196.05THz~192.10THz,50GHz,LC)",,Y,N,Normal Cargo,,0,030MPA10BC000036,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030MPA,HUAWEI,"OptiX OSN 6800,TN11WSMD901,9-Port Wavelength selective multiplexing and Demultiplexing board (C_Band,196.05THz~192.10THz,50GHz,LC)",,Y,N,Normal Cargo,,0,030MPA10E8000044,Y,,,,Good Parts,,No,No,3732 days 20:23:52,3733.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-01-28 03:01:05,2015-01-28 03:01:05
03031240,HUAWEI,"OptiX 155/622H,SS42OI2D01,2xSTM-1 Optical Interface Board(S-1.1,SC)",,Y,N,Normal Cargo,,0,0312401055003932,Y,,,,Good Parts,,No,No,3852 days 05:22:59,3853.0,,,Optical Business,MSTP,OptiX Metro 1000,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-09-30 18:01:58,2014-09-30 18:01:58
03030MVG,HUAWEI,"OptiX OSN 6800,TN12M4001,40-channel Multiplexing Board(C_ Even,196.00THz~192.10THz,100GHz,Thermal AWG,LC)",,Y,N,Normal Cargo,,0,030MVG10D2000073,Y,,,,Good Parts,,No,No,4305 days 00:24:14,4306.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2013-07-04 23:00:43,2013-07-04 23:00:43
03030MVS,HUAWEI,"OptiX OSN 6800,TN13OAU101,C-BAND Optical Amplifier Unit(MAX 0dBm IN and 20dBm OUT,Gain 20~31dB)",,Y,N,Normal Cargo,,0,030MVS10C7001027,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030MVS,HUAWEI,"OptiX OSN 6800,TN13OAU101,C-BAND Optical Amplifier Unit(MAX 0dBm IN and 20dBm OUT,Gain 20~31dB)",,Y,N,Normal Cargo,,0,030MVS10E5001729,Y,,,,Good Parts,,No,No,3908 days 07:00:04,3909.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-08-05 16:24:53,2014-08-05 16:24:53
03021FSF,HUAWEI,"Manufactured Board,OptiX OSN 8800 T32,TN52UXCH,3.2T Universal Cross Connect Board-ODUk,PKT,VC4,1*1",,Y,N,Normal Cargo,,0,021FSF10E8001346,Y,,,,Good Parts,,No,No,2019 days 07:25:16,2020.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2019-10-07 15:59:41,2019-10-07 15:59:41
03039978,HUAWEI,"OptiX WDM,SSE3OPUC03C,C-BAND Optical Pre-Amplifier Unit(23dB Gain,15dBm OUT)",,Y,N,Normal Cargo,,0,0399781074000051,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03021JTG,HUAWEI,"OptiX OSN 8800 T64,TNK2UXCT,6.4T Universal Cross Connect Board-ODUk,PKT,VC4(Left Board),1*1",,Y,N,Normal Cargo,,0,021JTG10D6000356,Y,,,,Good Parts,,No,No,3646 days 01:24:57,3647.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-04-24 22:00:00,2015-04-24 22:00:00
03021GSQ,HUAWEI,"OptiX OSN 8800 T64,TNK2USXH,6.4T Universal Cross Connect Board-ODUk,PKT,VC4(Right Board),1*1",,Y,N,Normal Cargo,,0,021GSQ10D6000323,Y,,,,Good Parts,,No,No,3646 days 01:24:57,3647.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-04-24 22:00:00,2015-04-24 22:00:00
03021KBV,HUAWEI,"OptiX OSN 8800,TN55TOX01,8 x 10G Tributary Service Processing Board,1*1",Default,Y,N,Normal Cargo,,0,021KBV10E1000611,Y,,,,Good Parts,,No,No,4015 days 07:29:11,4016.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-04-20 15:55:46,2014-04-20 15:55:46
03021PBA,HUAWEI,"OptiX OSN 8800 T16,TN16UXCM,1.6T Universal Cross Connect,System Control and Clock Processing Board-ODUk,PKT,VC4&VC12",,Y,N,Non-DG,99.0,1,021PBA10J3000415,Y,,,,Good Parts,,No,No,2362 days 01:52:57,2363.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
03021PVD,HUAWEI,"OptiX OSN 8800,TN52AUX,System Auxiliary Interface Board,1*2",,Y,N,Normal Cargo,,0,021PVD10D2000519,Y,,,,Good Parts,,No,No,4304 days 23:46:39,4305.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2013-07-04 23:38:18,2013-07-04 23:38:18
03030PLF,HUAWEI,"OptiX OSN 8800,TN12LSCT11,100Gbit/s Wavelength Conversion Board(ULH,SDFEC,Coherent,Tunable,50GHz,LC)",,Y,N,Normal Cargo,,0,030PLF10DB000043,Y,,,,Good Parts,,No,No,3646 days 01:24:57,3647.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-04-24 22:00:00,2015-04-24 22:00:00
03030PLF,HUAWEI,"OptiX OSN 8800,TN12LSCT11,100Gbit/s Wavelength Conversion Board(ULH,SDFEC,Coherent,Tunable,50GHz,LC)",,Y,N,Normal Cargo,,0,030PLF10F2000022,Y,,,,Good Parts,,No,No,3341 days 06:04:54,3342.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2016-02-23 17:20:03,2016-02-23 17:20:03
34060711,HUAWEI,"Optical transceiver,SFP+,1550nm,10Gb/s,-1~2dBm,-16dBm,LC,SMF,40km,with CDR",,Y,N,Normal Cargo,,0,SP340607113A3013390A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03022AWS,HUAWEI,"Manufactured Board,OptiX OSN 6800,TN18PIU,Power Interface Board,1*1",,Y,N,Normal Cargo,,0,022AWSD0HA007450,Y,,,,Good Parts,,No,No,2682 days 14:21:37,2683.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2017-12-13 09:03:20,2017-12-13 09:03:20
03022AUH,HUAWEI,"OptiX OSN 6800,TN12AUX,System Auxiliary Interface Board,1*2",,Y,N,Normal Cargo,,0,022AUHW0H4000899,Y,,,,Good Parts,,No,No,2549 days 11:24:57,2550.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-04-25 12:00:00,2018-04-25 12:00:00
02120826,HUAWEI,"TN18FAN,Fan Box",,Y,N,Normal Cargo,,0,2102120826N0H9001828,Y,,,,Good Parts,,No,No,2711 days 05:31:57,2712.0,,,Optical Business,WDM,OptiX OSN 9800 UPS,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2017-11-14 17:53:00,2017-11-14 17:53:00
