item,vendor_name,item_description,export_control_risk,sn_control,key_item,hazardcategory,hazardclassvalue,batterycount,sn,sn_availabled,spn,freeze_reason,reserved_name,state,c_material,wd_material_or_not,mg_material_or_not,inventory_time,storage_days,export_control_status,original_sn,product_line,sub_product_line,product,order_line,warehouse_code,warehouse_name,warehouse_address,subinv_group_code,subinv_group_name,subinv_code,inventory_qty,available_qty,fronze_qty,reserved_qty,unit,rev,version,computing_software_version,original_manufacturer,item_model,production_batch_no,production_date,rohs_compliance,quality_category,first_inbound_date,storage_days_start_date
03020JRQ,HUAWEI,"OptiX OSN 8800,TN51PIU,Power Interface Board,1*4",,Y,N,Normal Cargo,,0,020JRQW0C2001267,Y,,,,Good Parts,,No,No,4305 days 00:24:14,4306.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2013-07-04 23:00:43,2013-07-04 23:00:43
03020JTN,HUAWEI,"OptiX OSN 6800,TN11PIU02,Power Interface Unit,1*2",,Y,N,Normal Cargo,,0,020JTND0C1003926,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03020EUN,HUAWEI,"OptiX OSN 8800,TN51ATE,Interface Board of Alarm & Timing & Expanding,1*2",,Y,N,Normal Cargo,,0,020EUN10B3000224,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030LTQ,HUAWEI,"OptiX OSN 6800,TN13WSD9C03,9-Port Wavelength Selective Switching Demultiplexing Board(C_Band,196.05THz~192.10THz,50GHz,LC)",,Y,N,Normal Cargo,,0,030LTQ10EC000015,Y,,,,Good Parts,,No,No,3341 days 06:04:54,3342.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2016-02-23 17:20:03,2016-02-23 17:20:03
03030MDD,HUAWEI,"OptiX OSN 6800,TN11MCA802,8-Channel Spectrum Analysis Board,Monitoring 40Gbps Singal",,Y,N,Normal Cargo,,0,030MDD10BB000139,Y,,,,Good Parts,,No,No,3249 days 01:03:19,3250.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2016-05-25 22:21:38,2016-05-25 22:21:38
03030EEU,HUAWEI,"OptiX OSN 3500,SSN3SLH4101,STM-4/STM-1 Optical Interface Board",,Y,N,Normal Cargo,,0,030EEU3YGA212342,Y,,,,Good Parts,,No,Yes,2362 days 01:52:57,2363.0,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
03020PXK,HUAWEI,"OptiX OSN 8800 II,TNK2STG,Clock Board,1*1",,Y,N,Normal Cargo,,0,020PXK10BC000211,Y,,,,Good Parts,,No,No,3646 days 01:24:57,3647.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-04-24 22:00:00,2015-04-24 22:00:00
03020QQD,HUAWEI,"OptiX OSN 3500,SSN4SLO16,8xSTM-16 Optical Interface Board,1x1 Assembled Board",,Y,N,Normal Cargo,,0,020QQDD0HA000021,Y,,,,Good Parts,,No,No,2362 days 01:52:57,2363.0,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
03030DWV,HUAWEI,"OptiX BWS 1600G,SSE2SCC02,System Control&Communication Board",,Y,N,Non-DG,99.0,1,030DWV1075000114,Y,,,,Good Parts,,No,No,3852 days 05:22:59,3853.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-09-30 18:01:58,2014-09-30 18:01:58
03034681,HUAWEI,"OptiX BWS 1600G,SSE1FIU03,Fiber Interface Board (C Band)",,Y,N,Normal Cargo,,0,0346811062000218,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03034681,HUAWEI,"OptiX BWS 1600G,SSE1FIU03,Fiber Interface Board (C Band)",,Y,N,Normal Cargo,,0,0346811063000054,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030NNW,HUAWEI,"OptiX OSN 6800,TN13OAU106,C-BAND Optical Amplifier Unit(MAX 4dBm IN and 20dBm OUT,Gain 16~23dB)",,Y,N,Normal Cargo,,0,030NNW6TG9009723,Y,,,,Good Parts,,No,No,834 days 06:16:10,835.0,,,Optical Business,WDM,OptiX OSN 9800 UPS,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-01-04 17:08:47,2023-01-04 17:08:47
03030NXV,HUAWEI,"OptiX OSN 6800,TN14FIU01,Fiber Interface Board",,Y,N,Normal Cargo,,0,030NXV6TG7022799,Y,,,,Good Parts,,No,No,3130 days 05:01:57,3131.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2016-09-21 18:23:00,2016-09-21 18:23:00
03033991,HUAWEI,"OptiX WDM,SSE1SCC01,System Control & Communication Board",,Y,N,Non-DG,99.0,1,0339911067000276,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030NAB,HUAWEI,"OptiX OSN 6800,TN12D4001,40-channel Demultiplexing Board(C Even,196.00THz~192.10THz,100GHz,Thermal AWG,LC)",,Y,N,Normal Cargo,,0,030NAB10D1001012,Y,,,,Good Parts,,No,No,4305 days 00:24:14,4306.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2013-07-04 23:00:43,2013-07-04 23:00:43
03030NCN,HUAWEI,"OptiX OSN 8800,TN55NS3T01,40Gbit/s Line Service Processing Board(ULH,HFEC,Coherent,Tunable,50GHz,LC)",,Y,N,Normal Cargo,,0,030NCN10C4000025,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03050623,HUAWEI,"OptiX OSN 2500,SSQ1CXL111,STM-1 System Control,Cross-connect,Optical Interface Board(L-1.1,LC)",,Y,N,Non-DG,99.0,1,21030506231055000456,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,MSTP,OptiX OSN 2500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03050623,HUAWEI,"OptiX OSN 2500,SSQ1CXL111,STM-1 System Control,Cross-connect,Optical Interface Board(L-1.1,LC)",,Y,N,Non-DG,99.0,1,21030506231068000087,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,MSTP,OptiX OSN 2500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03030GXA,HUAWEI,"Finished Board,OptiX OSN 6800,TN13FIU01,Fiber Interface Board",,Y,N,Normal Cargo,,0,030GXAD0E3000412,Y,,,,Good Parts,,No,No,3909 days 00:46:21,3910.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-08-04 22:38:36,2014-08-04 22:38:36
03020WQS,HUAWEI,"OptiX OSN 8800T16,TN16ATE,Interface Board of Alarm & Timing & Expanding-1*1",,Y,N,Normal Cargo,,0,020WQSW0J7000031,Y,,,,Good Parts,,No,No,2362 days 01:52:57,2363.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
03020XHX,HUAWEI,"OptiX OSN 8800,TN54TOA,8 Any-rate Ports Service Processing Board,1*1",,Y,N,Normal Cargo,,0,020XHX10D6000404,Y,,,,Good Parts,,No,No,1167 days 23:39:13,1168.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-02-04 23:45:44,2022-02-04 23:45:44
03020VBF,HUAWEI,"OptiX OSN 8800,TN11ST2,Bidirectional optical supervisory channel and timing transmission unit,1*1",,Y,N,Normal Cargo,,0,020VBF10E1000094,Y,,,,Good Parts,,No,No,2820 days 08:02:57,2821.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2017-07-28 15:22:00,2017-07-28 15:22:00
03020WGE,HUAWEI,"OSN 8800T16,TN16AUX,System Auxiliary Interface Board,1*1",,Y,N,Normal Cargo,,0,020WGEW0D2001484,Y,,,,Good Parts,,No,No,2362 days 01:52:57,2363.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
34060224,HUAWEI,"Transceiver,SFP,1531nm,622M~2.5Gb/s,5dBm~0dBm,-28dBm,LC,SM,80km",,Y,N,Normal Cargo,,0,SP340602243A3013311A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX Metro 6040,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060225,HUAWEI,"Transceiver,SFP,1551nm,622M~2.5Gb/s,5dBm~0dBm,-28dBm,LC,SM,80km",,Y,N,Normal Cargo,,0,SP340602253A3013315A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX Metro 6040,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060226,HUAWEI,"Transceiver,SFP,1571nm,622M~2.5Gb/s,5dBm~0dBm,-28dBm,LC,SM,80km",,Y,N,Normal Cargo,,0,SP340602263A3013316A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX Metro 6040,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060227,HUAWEI,"Transceiver,SFP,1591nm,622M~2.5Gb/s,5dBm~0dBm,-28dBm,LC,SM,80km",,Y,N,Normal Cargo,,0,SP340602273A3013318A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX Metro 6040,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060228,HUAWEI,"Transceiver,SFP,1611nm,622M~2.5Gb/s,5dBm~0dBm,-28dBm,LC,SM,80km",,Y,N,Normal Cargo,,0,SP340602283A3013321A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX Metro 6040,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060276,HUAWEI,"Optical Transceiver,eSFP,1310nm,STM1,-15~-8dBm,-28dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340602763A3013323A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060276,HUAWEI,"Optical Transceiver,eSFP,1310nm,STM1,-15~-8dBm,-28dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340602763A3013325A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060277,HUAWEI,"Optical Transceiver,eSFP,1310nm,STM4,-15~-8dBm,-30dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340602773A3013274A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060277,HUAWEI,"Optical Transceiver,eSFP,1310nm,STM4,-15~-8dBm,-30dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340602773A3013276A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060473,HUAWEI,"Optical transceiver,eSFP,1310nm,1.25Gb/s,-9~-3dBm,-20dBm,LC,Single Mode,10km",Default,Y,N,Normal Cargo,,0,SP340604733A3013327A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,SmartAX MA5800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060473,HUAWEI,"Optical transceiver,eSFP,1310nm,1.25Gb/s,-9~-3dBm,-20dBm,LC,Single Mode,10km",Default,Y,N,Normal Cargo,,0,SP340604733A3013328A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,SmartAX MA5800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060473,HUAWEI,"Optical transceiver,eSFP,1310nm,1.25Gb/s,-9~-3dBm,-20dBm,LC,Single Mode,10km",Default,Y,N,Normal Cargo,,0,SP340604733A3013330A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,SmartAX MA5800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060473,HUAWEI,"Optical transceiver,eSFP,1310nm,1.25Gb/s,-9~-3dBm,-20dBm,LC,Single Mode,10km",Default,Y,N,Normal Cargo,,0,SP340604733A3013331A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,SmartAX MA5800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060473,HUAWEI,"Optical transceiver,eSFP,1310nm,1.25Gb/s,-9~-3dBm,-20dBm,LC,Single Mode,10km",Default,Y,N,Normal Cargo,,0,SP340604733A3013332A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,SmartAX MA5800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060473,HUAWEI,"Optical transceiver,eSFP,1310nm,1.25Gb/s,-9~-3dBm,-20dBm,LC,Single Mode,10km",Default,Y,N,Normal Cargo,,0,SP340604733A3013333A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,SmartAX MA5800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060354,HUAWEI,"Optical transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340603543A3013334A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060354,HUAWEI,"Optical transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340603543A3013335A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
